Date,stn_Tmax,stn_Tmin,stn_RHmax,stn_RHmin,stn_WSmean,stn_SR,stn_Pr,stn_ETo,cdb_Tmax,cdb_Tmin,cdb_RHmax,cdb_RHmin,cdb_WSmean,cdb_SR,cdb_Pr,cdb_ETo
1986-11-22,27.0,13.2,94,28,2.0937366,30.22243039847179,0,5.052017104704249,24.85,14.5,88.89,45.45,1.96,21.58,5.98,4.58
1986-11-23,28.0,13.8,85,31,2.8090098,29.78443829085981,0,5.060702778330132,25.6,12.37,80.04,42.25,2.1,25.28,1.37,5.09
1986-11-24,29.0,14.5,71,19,1.5763788,29.18788249064827,0,4.839458575696277,26.08,12.56,72.59,38.78,2.04,26.72,0.12,5.49
1986-11-25,30.6,13,80,20,1.6967484,30.94224042078901,0,5.13711269463907,29.06,13.64,72.13,28.55,1.74,28.21,0.02,6.07
1986-11-26,32.5,16.5,64,24,2.1863286,25.16408138925951,2,6.609893600584559,29.65,15.39,73.84,28.29,2.19,25.27,8.33,5.93
1986-11-27,26.6,10.5,93,23,2.0740608,30.68449703923072,0,4.914052896337701,26.08,15.5,84.43,20.21,2.42,31.7,0.85,6.59
1986-11-28,29.0,14.3,77,21,3.2499792,22.69830526522475,2,5.816982287127765,24.4,13.92,71.4,30.94,2.32,20.51,0.14,4.81
1986-11-29,29.5,15,80,21,2.8969722,29.16400795895349,3.5,7.618736923448727,27.4,13.85,71.54,35.43,2.6,25.47,3.63,5.69
1986-11-30,29.5,14.6,84,25,1.6157304,28.24373174229697,0,4.891358764697951,28.08,14.49,80.41,32.91,2.13,25.73,3.99,5.69
1986-12-01,32.6,14,83,20,1.7384148,30.93999023383277,0,5.307275950196659,31.93,14.32,73.77,22.96,1.54,30.9,0.02,6.79
1986-12-02,34.4,18.4,54,21,4.006918799999999,19.3150909060061,2.4,6.701419104817829,31.81,16.3,58.93,23.69,2.48,26.34,1.94,6.9
1986-12-03,31.0,16.6,80,29,3.3726636,25.47182578271887,0,4.657876045071648,31.63,16.37,79.05,29.75,2.87,27.69,1.44,7.08
1986-12-04,31.8,13.4,85,27,2.6955846,27.85209815740472,7.4,9.426672988719451,32.18,15.98,76.53,25.48,1.84,28.1,0.93,6.61
1986-12-05,31.0,15.5,74,35,2.8217412,21.40946975375402,7.4,8.30777993773149,32.03,17.12,61.13,26.63,3.0,25.9,1.63,7.16
1986-12-06,31.0,13.2,92,21,1.9131822,30.72329291685972,0,5.246206827566764,31.31,15.5,75.5,23.36,2.12,28.11,2.12,6.84
1986-12-07,33.0,12,85,18,3.1516002,31.37044318981433,0,5.275555771607419,32.98,16.63,70.0,15.72,3.04,30.24,0.0,8.16
1986-12-08,32.8,13.4,84,20,2.5254468,31.7015336313534,0,5.421300576888541,31.18,16.92,77.07,23.0,2.88,24.82,0.85,6.69
1986-12-09,32.0,13.6,79,25,2.349522,31.24300046753718,0,5.388244303296751,30.81,16.16,77.47,26.3,2.5,25.4,3.66,6.41
1986-12-10,25.0,15.4,68,44,3.1689612,23.05099682346661,22,8.469086934711932,23.99,14.06,75.31,43.79,2.95,19.85,9.43,4.71
1986-12-11,26.5,10.4,86,27,1.655082,31.58492606555168,0,5.083231160313661,26.78,11.41,71.68,31.99,1.95,32.04,0.0,6.45
1986-12-12,30.0,10.8,81,20,2.9027592,31.28090179350518,0,5.105674985611049,30.28,12.69,70.75,25.73,1.63,28.42,0.29,6.31
1986-12-13,33.0,15,55,22,2.7222048,30.81785741741348,0,5.257068685545848,29.17,15.22,55.93,29.7,3.27,25.8,0.89,6.69
1986-12-14,33.0,15.5,70,21,1.6759152,31.77513733653447,0,5.496624114093133,33.57,15.91,75.86,20.26,2.59,30.77,0.01,7.83
1986-12-15,36.0,17,66,13,4.7140902,31.46805097030165,0,5.44380675437333,35.47,17.31,69.42,15.36,3.06,30.15,0.0,8.81
1986-12-16,33.0,21.6,38,18,3.8518272,28.4739300692217,0,4.983013543524568,35.52,17.62,38.95,17.26,4.53,28.06,0.43,9.86
1986-12-17,29.5,9.5,72,22,2.9247498,31.00871998706767,0,4.980080281563728,30.28,13.84,73.02,26.3,2.84,29.58,1.53,7.2
1986-12-18,30.2,13,76,28,2.4444288,25.79910722259047,0,4.518768214992154,27.46,15.59,72.49,41.54,3.01,20.75,3.17,5.38
1986-12-19,33.0,13,86,15,3.1620168,31.96793355926392,0,5.38367420498732,33.46,14.04,83.23,13.47,2.49,31.98,0.0,8.04
1986-12-20,33.4,15.5,66,20,3.4212744,31.33971212315968,0,5.410321779872203,33.81,14.91,72.55,13.41,2.59,32.37,0.0,8.25
1986-12-21,35.5,17,66,20,1.961793,30.55231577300154,0,5.445885035371999,34.39,16.51,67.24,18.1,2.27,29.51,0.22,7.66
1986-12-22,35.8,16.3,51,11,2.7036864,31.81930211407375,0,5.291144674359034,35.82,18.59,49.54,11.59,2.86,31.54,0.0,9.08
1986-12-23,36.0,17.8,56,16,4.033538999999999,24.70499345167543,0,4.489767724997654,35.36,17.44,68.01,17.48,3.19,26.08,1.71,8.22
1986-12-24,36.2,17,56,16,4.593720599999999,29.44885052351736,0,5.155978736296187,34.42,17.76,61.8,15.7,4.19,28.52,0.26,9.0
1986-12-25,33.8,16.8,56,26,2.996508599999999,23.28067261601582,4.8,8.891227965037505,32.63,18.16,58.27,27.59,3.08,22.99,5.0,6.83
1986-12-26,33.6,13.5,90,16,3.130767,31.5022406394421,0,5.40514442374742,33.39,16.62,83.87,15.52,3.1,30.43,0.03,8.24
1986-12-27,35.0,14,84,14,3.7117818,31.34148593805699,0,5.384521088153448,35.07,16.72,79.91,14.49,2.84,29.61,0.0,8.3
1986-12-28,33.2,17.2,54,25,3.8286792,26.75172872948076,0.5,5.417369665871212,33.48,17.77,65.92,21.2,3.17,29.62,3.52,8.16
1986-12-29,28.5,15.5,78,29,2.1029958,22.63559793766161,0.7,4.696429913910581,29.07,16.94,75.47,29.74,1.5,24.99,2.94,5.66
1986-12-30,30.5,13.5,89,20,3.3761358,31.32779358220052,0,5.317303131815686,29.87,15.92,80.34,24.3,1.98,27.47,0.1,6.44
1986-12-31,32.0,16,63,25,4.2627042,30.68874012889666,0,5.341436044047833,30.92,15.24,66.25,27.08,3.09,28.44,0.07,7.39
1987-01-01,31.4,18,52,31,2.6365572,17.87384810948079,7.4,9.095188492560853,31.14,17.94,60.22,25.18,2.18,23.65,6.79,6.19
1987-01-02,32.0,14,78,20,2.1909582,31.77942464726769,0,5.405904653336825,31.16,14.72,79.87,21.53,2.38,33.6,0.0,7.72
1987-01-03,33.4,13.5,76,21,2.5150302,31.45359698684498,0,5.394297502491173,32.0,14.81,72.3,24.07,2.32,29.39,0.47,7.12
1987-01-04,35.0,17.8,66,22,4.722192,30.02033117631489,0,5.407524646477012,33.71,18.03,69.28,21.51,3.65,27.99,0.37,8.35
1987-01-05,34.4,18.6,52,26,2.910861,24.00315046870633,2,6.803480536247587,33.96,17.62,67.97,20.85,3.2,26.59,1.14,7.93
1987-01-06,34.5,13.5,81,18,2.6203536,31.57639341213797,0.3,5.805730498941392,34.26,16.61,64.42,20.96,2.66,30.34,0.03,8.2
1987-01-07,34.0,16.8,72,19,3.0451194,30.61452452520788,0,5.388465954808536,33.79,18.28,56.39,16.43,3.44,28.88,1.31,8.85
1987-01-08,35.0,15.2,69,18,3.7048374,31.23149370705185,0,5.3969322680526,34.45,17.11,67.39,12.97,3.54,30.66,0.11,9.04
1987-01-09,34.4,15.2,69,19,4.1330754,30.89954229950029,0,5.342543683579541,33.88,16.18,72.06,15.98,3.06,31.16,0.0,8.57
1987-01-10,35.0,17.6,59,22,5.4698724,24.72499801853938,0.5,5.212307094425443,33.59,17.85,49.7,17.27,4.25,27.13,0.71,8.88
1987-01-11,30.6,17,66,32,3.4698852,21.86726404191382,3.8,7.009250862922814,29.98,15.75,77.62,28.45,3.22,22.24,7.85,6.27
1987-01-12,31.4,11.4,90,16,2.7580842,31.16012681229437,0,5.126301330483226,30.47,14.11,86.85,29.11,2.41,31.79,0.0,7.2
1987-01-13,34.8,15.8,56,16,3.697893,30.98159548854804,0,5.233338945770418,33.61,15.85,68.74,14.31,3.22,32.58,0.0,8.74
1987-01-14,33.5,17.2,56,24,4.767330599999999,24.02148777276697,4.2,8.56276692514813,33.29,17.56,50.85,23.68,2.96,25.38,2.28,7.54
1987-01-15,28.5,16.2,73,30,4.7557566,22.89752648306731,0,4.129897444279157,29.61,17.76,65.54,33.98,2.34,26.56,2.8,6.51
1987-01-16,32.6,17,75,19,3.457153799999999,31.22712959193118,0,5.426502024219267,30.91,16.22,72.39,30.35,2.07,25.48,0.52,6.21
1987-01-17,35.0,19,56,22,2.8564632,28.52387399626556,0,5.121530869043979,33.56,18.08,61.68,25.97,2.09,27.41,0.0,7.04
1987-01-18,36.4,21.5,46,22,5.243022,27.71084438819235,0,5.066354047336525,34.36,20.18,54.44,25.57,2.94,24.04,1.72,7.45
1987-01-19,36.5,20,49,14,3.870345599999999,24.37985920295947,0,4.39314631726356,33.97,19.79,57.79,22.32,3.16,24.06,2.08,7.73
1987-01-20,32.5,16.4,35,15,3.818262599999999,27.8132988380164,0,4.547278347153588,32.95,18.75,66.67,24.86,4.02,27.39,0.13,8.77
1987-01-21,30.5,11.8,51,14,2.5127154,31.24171076299418,0,4.837869986663168,31.52,15.61,50.72,13.55,2.84,32.96,0.0,8.39
1987-01-22,31.6,12.5,35,18,1.8946638,31.52315658920296,0,4.913122534316566,32.26,15.69,38.27,20.28,2.17,32.72,0.0,7.79
1987-01-23,35.0,13.5,37,12,3.1550724,30.23298695843447,0,4.764428864370439,34.27,16.74,50.01,18.38,2.61,29.97,0.02,8.1
1987-01-24,32.5,14,56,13,3.5346996,29.72740783267498,0,4.790730578127846,32.48,17.36,24.65,15.9,3.04,31.92,0.0,8.67
1987-01-25,30.0,10.8,59,16,2.3969754,30.63193717813934,0,4.756472246606101,30.31,14.81,62.74,23.53,2.03,30.03,0.01,6.98
1987-01-26,30.8,14.6,60,18,3.8645586,30.75039122935929,0,5.002512131092026,31.61,15.37,69.61,25.96,3.1,27.13,0.0,7.38
1987-01-27,35.5,20,50,16,3.0022956,29.61490129515287,0,5.112896154965114,34.24,17.62,68.67,27.25,2.79,27.86,0.01,7.74
1987-01-28,37.5,15.4,46,14,4.579831799999999,25.50815985147387,0,4.356580198787285,37.34,19.0,48.9,14.21,2.95,30.08,0.0,9.01
1987-01-29,36.5,20.5,38,18,4.2858522,25.93853065347942,0,4.56699631623938,35.24,19.87,46.51,19.2,3.66,23.7,2.01,8.48
1987-01-30,37.0,14.4,64,16,4.030066799999999,29.02072559460869,0,4.925888822981324,35.4,18.39,63.52,16.15,3.24,28.87,0.01,8.69
1987-01-31,36.2,13.2,60,16,3.142341,30.5358821424258,0,5.025434817451506,36.3,17.32,48.45,16.16,2.85,30.66,0.0,8.74
1987-02-01,37.4,15.6,35,17,4.716405,25.96962372071405,0,4.391903551385223,34.7,19.29,51.45,16.3,3.2,28.08,0.23,8.41
1987-02-02,33.4,18.5,55,18,3.2106276,26.85898884463008,0.7,5.563609816691996,34.0,20.5,61.72,26.35,2.36,26.94,3.25,7.23
1987-02-03,35.0,17,70,20,3.061323,25.72361896906294,0,4.578180647460227,34.57,19.26,66.46,22.02,2.47,25.95,2.87,7.2
1987-02-04,36.0,15,67,15,3.378450599999999,29.86956830904112,0,4.991624848985255,35.47,17.65,71.05,17.67,2.08,30.21,0.0,7.66
1987-02-05,35.4,18.8,62,22,4.0833072,27.02372617094354,0,4.8281030087094,33.07,19.23,78.36,33.7,3.13,23.68,2.15,6.9
1987-02-06,34.5,19.6,50,23,3.9826134,19.22552368912148,0,3.622373765412035,34.13,19.0,58.0,22.89,1.97,24.34,2.94,6.49
1987-02-07,33.5,20,48,28,4.4721936,26.91834778581044,2.5,7.445102057924515,30.62,19.09,69.58,35.14,3.2,25.97,3.18,6.9
1987-02-08,32.0,16,79,24,2.592576,28.09944913574359,0,4.850574126289619,31.71,17.34,71.54,34.79,2.8,27.79,0.98,6.98
1987-02-09,34.0,16,55,17,2.8981296,29.27550518381301,0,4.801444380740158,33.5,18.37,68.02,23.74,2.29,27.93,0.0,7.23
1987-02-10,31.4,15.6,44,25,3.0972024,20.27737697939053,29,15.1038420724944,31.26,17.21,68.85,35.3,2.36,22.68,11.7,5.98
1987-02-11,24.5,14,88,57,2.303226,11.6122681317215,28.5,5.676248667074136,28.55,16.87,90.14,57.99,2.6,16.05,21.04,4.41
1987-02-12,23.9,15,94,55,2.9004444,10.49936797601495,24,5.217486080715682,27.04,16.39,86.32,49.05,2.38,18.19,5.9,4.33
1987-02-13,25.4,16.2,94,50,2.5856316,18.59014434046703,2.4,4.242228470728548,25.79,17.38,91.89,56.19,2.34,18.06,13.97,4.12
1987-02-14,29.0,17,92,38,2.6377146,25.42802403834716,0.2,4.685584665114199,28.13,17.09,84.37,45.17,1.79,23.56,5.27,5.05
1987-02-15,26.8,18.2,84,47,2.0150334,17.11123118681232,0,3.273083197338179,27.39,17.16,83.81,47.93,2.07,25.13,8.96,5.21
1987-02-16,30.5,16.6,92,32,2.5671132,28.80619464496847,0,5.038497416230158,29.11,16.96,81.43,42.01,1.97,25.1,0.95,5.42
1987-02-17,32.5,18.6,75,28,1.8761454,27.20947609492995,0,4.815392442192942,30.74,17.78,73.73,34.8,1.69,24.34,0.04,5.58
1987-02-18,34.4,18.5,73,23,1.8911916,26.98454828061914,0,4.745280806498707,32.49,18.39,67.64,23.27,1.81,23.71,0.0,5.97
1987-02-19,31.8,20.2,67,37,2.9305368,20.38877083809785,0,3.857464994497114,33.24,19.47,63.75,27.5,2.75,25.74,1.23,6.94
1987-02-20,33.2,14.5,90,12,2.5092432,28.19626770277557,0,4.57080940745578,33.69,16.05,90.12,13.25,2.26,29.93,0.0,7.37
1987-02-21,33.6,16,67,23,3.7129392,28.11562333027165,0,4.692026806620313,34.13,17.66,62.43,23.61,2.92,26.32,1.14,7.36
1987-02-22,26.5,19,83,35,3.5289126,11.90896642362024,1.5,3.502121079589274,32.27,18.41,72.88,37.42,3.05,23.35,8.29,6.44
1987-02-23,28.5,15.2,85,34,2.4120216,15.1690227615036,0,2.844714900234138,27.34,17.07,87.01,51.25,2.12,22.78,13.17,4.93
1987-02-24,27.0,16.8,75,44,3.0972024,13.91282373621318,0,2.6817885855346,30.33,17.83,78.25,43.33,2.48,23.47,3.24,5.74
1987-02-25,30.0,18.2,67,32,1.4745276,19.84427037589483,0.7,4.237405181311225,27.84,16.96,81.14,46.41,1.46,19.93,0.88,4.41
1987-02-26,29.6,18,81,34,2.3645682,20.07290723103221,5,6.678322948921532,30.32,17.52,76.17,40.69,1.82,23.48,2.56,5.42
1987-02-27,30.5,14.5,90,22,1.9814688,26.55237574077658,17.5,11.40379451247471,29.62,16.12,82.98,39.81,1.56,25.36,3.6,5.34
1987-02-28,29.0,15.6,92,34,2.0115612,19.77931320602062,0,3.513102050008277,29.67,16.96,79.66,45.39,1.88,24.77,6.3,5.39
1987-03-01,30.0,16.4,80,28,1.8020718,27.11077917980221,0,4.493050161916623,29.37,16.33,79.84,32.9,1.32,25.34,0.04,5.25
1987-03-02,31.0,17,75,25,1.5648048,26.57208751715059,0.2,4.605654989316522,29.72,16.36,70.83,35.06,1.66,23.4,0.06,5.21
1987-03-03,32.0,19,67,27,2.216421,19.55359478581602,2.4,5.885026284495416,31.28,17.2,67.4,34.54,1.09,23.45,3.9,5.02
1987-03-04,31.0,15.2,87,28,2.2951242,26.52528720745926,0.9,5.18643685451116,31.28,17.03,75.81,32.83,1.96,25.01,0.58,5.81
1987-03-05,33.0,18,69,22,3.599514,25.40060097172518,0,4.220900663323425,32.41,18.66,71.95,25.72,3.37,22.05,0.99,6.88
1987-03-06,31.0,13,80,18,1.5590178,26.32427944911899,0,4.049456730387456,31.43,15.32,85.8,24.9,1.91,26.1,0.0,6.02
1987-03-07,30.5,11,62,18,1.377306,26.2213853890765,0,3.832436215452784,31.54,14.82,71.21,18.44,1.64,27.55,0.0,6.04
1987-03-08,32.0,10,61,19,2.6689644,25.68172545451459,0,3.777453339550374,31.84,13.99,64.94,16.2,2.87,26.93,0.0,7.12
1987-03-09,29.6,10.5,57,17,2.6110944,25.72173665087993,0,3.657399034730998,29.98,13.72,46.97,23.03,2.56,26.91,0.0,6.59
1987-03-10,29.0,11.2,64,17,1.776609,25.90341539350394,0,3.704717432516083,29.49,12.81,72.12,16.44,2.2,27.28,0.0,6.22
1987-03-11,29.5,9,52,19,1.2060108,25.65078747702367,0,3.572346592549589,30.71,12.33,51.38,20.48,1.59,26.97,0.0,5.76
1987-03-12,32.6,9.3,52,17,1.840266,25.54082498307901,0,3.608455676667722,32.82,14.74,52.22,15.41,2.22,26.88,0.0,6.67
1987-03-13,32.5,12.5,63,21,2.4872526,23.71796532420642,0,3.61057010422866,31.45,16.3,57.04,25.16,2.15,23.51,2.47,5.87
1987-03-14,33.5,14.2,55,22,2.6724366,21.76396019482909,0.3,3.856342011719469,33.47,16.21,59.56,18.07,2.26,23.99,0.28,6.34
1987-03-15,19.5,16.8,83,63,1.2164274,8.637046305655376,2.8,2.541550324047634,22.16,16.94,79.9,68.8,1.16,10.58,7.19,2.49
1987-03-16,27.0,14.4,92,28,1.6018416,16.76488852362264,3.2,4.983066974708089,26.94,15.58,85.69,42.38,1.49,21.03,0.99,4.32
1987-03-17,28.0,12.8,92,28,2.0648016,19.20923542745737,18.3,9.269457352900664,28.47,14.75,85.59,33.67,1.38,21.49,3.79,4.46
1987-03-18,20.0,14.4,93,64,1.2291588,9.175930649198708,14.6,3.356461363621719,21.99,15.68,85.76,75.96,2.02,7.96,14.46,2.16
1987-03-19,24.5,13.8,96,35,1.4536944,22.22373867393163,0,3.437508213546109,23.79,15.35,92.48,57.59,1.46,18.12,4.07,3.55
1987-03-20,27.2,11.6,93,24,2.3310036,21.5580886948746,7,7.168492810732862,27.05,13.14,83.91,30.0,1.84,21.28,0.21,4.52
1987-03-21,27.2,13.5,89,30,3.0682674,20.34286776738514,0,3.180618205015259,26.1,14.28,85.11,43.2,2.84,18.54,3.98,4.29
1987-03-22,27.3,15.8,82,35,3.283543799999999,21.06382270551991,11.2,7.753490924001634,24.46,14.49,83.58,46.86,2.6,15.84,4.2,3.61
1987-03-23,24.5,11.2,93,30,1.2430476,22.05118932115411,0,3.199280975258736,25.01,14.09,84.77,43.47,1.32,20.65,7.24,3.93
1987-03-24,26.0,11,90,28,1.4779998,22.75521671590937,0,3.272259840575436,25.37,12.02,85.55,32.49,1.45,20.09,0.0,3.96
1987-03-25,28.5,11.8,85,25,3.0682674,22.09187876978175,0.3,3.539047652925532,27.31,12.25,75.66,25.26,2.25,20.64,2.17,4.68
1987-03-26,24.0,13,75,33,3.9733542,16.15449898584045,0,2.500103260158928,21.99,12.81,74.25,55.55,2.67,17.19,7.48,3.56
1987-03-27,25.4,12.4,83,26,2.5080858,19.96891222289243,0.1,2.993870096704644,23.26,12.26,81.84,44.06,2.25,20.82,2.45,3.92
1987-03-28,26.2,8.8,89,27,1.9004508,21.19911374951267,0,2.94622636690567,24.49,11.18,87.22,36.28,1.75,20.15,0.11,3.91
1987-03-29,29.0,12,77,23,2.3518368,20.28045688903565,1.4,4.389419272553968,27.82,12.23,79.8,24.08,1.98,20.53,0.13,4.58
1987-03-30,25.5,14.4,89,27,1.5925824,19.36869184624052,0,2.894713380991103,25.38,14.03,83.9,40.12,1.8,19.09,4.54,3.97
1987-03-31,29.0,10.5,92,21,1.903923,22.29884559359841,0,3.091247927315207,27.03,12.25,84.24,33.22,2.07,19.94,0.16,4.41
1987-04-01,30.5,9,80,19,1.9247562,22.43570318540166,0,2.990576362376539,29.42,12.56,69.68,19.96,2.09,21.82,0.0,5.08
1987-04-02,31.0,7.5,81,21,2.0729034,22.17660745048111,0,2.944215143715925,31.05,13.87,62.98,17.32,2.16,22.34,0.0,5.46
1987-04-03,33.5,10.5,67,22,2.2881798,21.00608179395424,0,2.926706189567501,32.41,13.71,60.16,20.16,2.02,21.14,0.83,5.29
1987-04-04,31.5,13.6,80,24,1.4536944,16.73327269094999,0,2.576259659924145,31.74,16.53,61.32,23.01,1.42,18.76,0.03,4.46
1987-04-05,31.5,12.6,79,26,2.1840138,15.59836137384023,0,2.428064980312584,31.66,15.41,66.99,24.32,2.9,19.65,0.43,5.81
1987-04-06,29.5,12.2,67,20,1.996515,11.52114566282881,0,1.883386945365083,30.5,16.07,64.26,24.17,2.68,18.84,0.2,5.45
1987-04-07,28.8,10.8,69,25,1.7291556,16.8078796652358,0,2.375787837399776,29.14,15.81,62.25,28.37,2.09,16.71,0.55,4.46
1987-04-08,26.5,13.4,75,36,2.089107,11.8745903643868,5.4,5.32660254245562,29.95,16.0,63.0,35.0,1.73,16.88,0.59,4.18
1987-04-09,25.5,13.4,86,39,1.8773028,13.56420896705266,15.6,6.903678650808813,30.54,15.87,72.79,29.14,2.96,16.73,1.11,5.12
1987-04-10,25.4,15,86,31,1.4606388,12.97210436036041,0,2.069179287947457,28.04,15.25,80.16,34.64,2.1,16.31,4.51,3.95
1987-04-11,25.4,11,95,32,2.7534546,18.51398316472397,0,2.549573256135985,27.4,13.45,89.49,32.85,2.15,18.17,2.5,4.02
1987-04-12,23.8,12,91,45,2.2766058,14.1679185414725,5.3,4.220272593844519,23.64,12.82,83.72,53.67,2.46,13.96,8.41,3.07
1987-04-13,23.0,12.8,90,48,1.996515,14.44573020079054,7.2,4.389156850862527,23.0,13.8,91.89,53.69,2.03,15.48,19.72,3.0
1987-04-14,24.5,11,96,38,3.343728599999999,16.68896411229529,16.4,6.510563083906243,24.52,12.98,86.89,43.48,2.67,17.16,14.31,3.5
1987-04-15,15.0,13,95,36,2.6897976,19.39675389663645,0,2.403114042476352,17.41,8.7,90.56,50.45,3.34,18.28,9.27,2.95
1987-04-16,17.2,3.2,94,32,1.2696678,19.27410119134026,0,2.07552060812064,17.54,4.53,83.96,43.78,1.41,20.87,0.0,2.88
1987-04-17,21.4,4.8,92,32,2.002302,19.75718831710144,0,2.246410474313502,21.21,6.04,79.45,40.08,2.03,20.36,0.0,3.35
1987-04-18,23.6,7.5,91,30,1.493046,17.58498258116752,0,2.162894556264505,22.53,9.8,85.08,44.89,1.25,19.0,0.0,3.08
1987-04-19,24.5,7.5,94,28,0.8888831999999999,19.26775225533986,0,2.300123423252912,24.53,9.19,80.58,34.75,1.03,19.77,0.0,3.2
1987-04-20,26.0,9.4,91,26,2.0497554,16.52500454361886,0,2.110708599873829,25.17,10.93,69.74,37.08,1.78,18.65,0.0,3.56
1987-04-21,25.4,10.5,95,32,1.4953608,19.02259855836632,0,2.401062411102049,24.33,11.77,88.8,43.66,1.59,16.21,0.07,3.08
1987-04-22,27.6,9.8,91,22,1.9166544,19.01873146647166,0,2.284279555935084,26.73,12.06,81.21,31.42,1.95,18.92,0.0,3.91
1987-04-23,25.0,6.5,90,22,1.5266106,17.60892993659794,0,2.004014656488362,24.95,8.61,80.72,27.48,1.57,19.45,0.0,3.55
1987-04-24,25.4,5,89,24,2.8888704,18.19404107610725,0,2.013097628472622,25.15,7.92,86.01,30.42,1.86,18.78,0.0,3.59
1987-04-25,25.6,9,80,32,2.3043834,17.84567822201718,0,2.129328049456311,25.0,11.62,74.58,37.93,2.42,17.36,1.77,3.7
1987-04-26,27.0,8.8,81,28,3.2036832,16.69462378075082,1.8,3.703568770608831,24.12,11.2,78.96,40.16,2.05,17.19,1.62,3.33
1987-04-27,25.5,12,85,34,2.355309,16.93028138213275,0,2.133396127462552,25.2,12.32,73.94,38.42,2.39,17.0,0.3,3.73
1987-04-28,26.5,8,91,26,1.4791572,18.07410255395788,0,2.057088518285106,25.76,10.65,81.62,27.71,1.77,17.89,0.0,3.54
1987-04-29,25.6,8.5,88,28,1.527768,18.07248741618575,0,2.042727923486966,25.81,11.34,86.34,35.29,2.35,17.93,0.0,3.88
1987-04-30,25.4,6,91,26,1.226844,16.83186839131988,0,1.853567331985917,25.4,8.07,88.74,29.55,1.37,18.3,0.0,3.2
1987-05-01,27.4,5.8,85,24,1.417815,17.62084756921404,0,1.883342129871773,26.69,8.46,74.32,23.4,1.82,18.23,0.0,3.71
1987-05-02,25.5,7,70,29,1.2233718,17.51004725788318,0,1.85308327208929,25.41,8.66,71.32,27.72,1.32,17.96,0.0,3.15
1987-05-03,25.5,7.5,70,29,1.3738338,17.28972547191121,0,1.829811922751104,24.58,9.12,67.24,29.59,1.41,17.68,0.0,3.14
1987-05-04,25.4,5.4,76,26,3.327525,17.18208205262377,0,1.743247480294881,24.03,8.98,64.56,26.92,2.28,17.25,0.0,3.68
1987-05-05,20.0,8.5,70,37,1.880775,17.18535452272994,0,1.759847534583984,21.93,9.25,63.27,34.0,2.62,17.33,0.0,3.57
1987-05-06,20.0,1,89,24,1.3668894,16.75292994051575,0,1.507307712805386,20.19,7.79,70.41,23.75,1.49,17.77,0.0,2.92
1987-05-07,19.5,-1,79,23,1.3101768,14.69954511234141,0,1.318408775713976,20.17,3.84,62.89,16.64,1.43,17.69,0.0,2.84
1987-05-08,27.0,4.6,55,14,2.0532276,16.44202128152765,0,1.415295662683664,24.86,6.4,48.18,24.95,2.08,16.49,0.06,3.57
1987-05-09,26.8,8.2,56,24,4.3657128,12.05330100545949,0,1.36869523442979,25.91,12.33,52.5,30.96,2.71,14.47,2.06,3.98
1987-05-10,26.0,13,64,24,2.922435,13.79228955920792,0,1.538512842459994,25.83,11.28,75.34,32.78,2.98,16.12,1.17,3.99
1987-05-11,27.0,10,60,14,4.346037,13.70943841676701,0,1.356253779258044,25.27,11.45,65.36,25.5,2.81,15.23,0.0,4.02
1987-05-12,24.5,16,55,19,3.3749784,14.57840968329306,0,1.493315775926651,23.54,9.95,62.26,31.41,3.15,13.34,1.6,3.69
1987-05-13,21.8,2.4,75,21,1.5416568,16.06965028019874,0,1.351397168430059,20.85,5.1,86.16,31.17,1.61,16.22,0.0,2.67
1987-05-14,20.0,3.5,56,20,1.7638776,15.9786936044457,0,1.264400824310034,20.28,6.99,65.85,23.23,2.16,16.42,0.0,3.11
1987-05-15,20.4,-1.5,70,19,1.7117946,15.88953119033501,0,1.20156805012508,20.34,2.43,80.07,26.97,1.86,16.57,0.0,2.83
1987-05-16,22.0,-1.6,63,18,1.574064,15.80220425455806,0,1.176100158756459,20.54,3.44,50.91,20.18,1.74,16.32,0.0,2.88
1987-05-17,22.0,0.5,52,20,1.8032292,15.71675304545017,0,1.178480781166485,22.23,5.03,44.37,24.63,2.07,15.99,0.0,3.24
1987-05-18,23.0,1.5,56,17,1.56249,15.63321682548611,0,1.160175267154062,22.46,4.8,49.97,24.44,1.42,15.77,0.0,2.69
1987-05-19,23.8,3,62,19,1.1527704,15.44956304711619,0,1.20539475273992,23.51,5.99,63.81,25.11,1.56,15.55,0.0,2.83
1987-05-20,25.0,3.4,61,17,1.1099466,15.37043221734092,0,1.177527093552929,23.94,6.06,71.69,24.29,1.4,15.58,0.0,2.7
1987-05-21,24.0,4.5,81,20,1.290501,14.98984044718573,0,1.249891035504207,23.61,8.03,84.78,31.26,1.63,15.23,0.0,2.76
1987-05-22,23.0,4.4,75,25,1.4999904,14.91609194952207,0,1.250014641479732,22.84,8.54,78.54,33.5,2.07,15.05,0.0,2.94
1987-05-23,22.0,5.8,75,30,1.2523068,14.84439242108765,0,1.286240782335211,21.86,8.37,82.82,37.64,1.41,14.93,0.0,2.44
1987-05-24,22.4,3.5,80,27,1.035873,14.77477399444395,0,1.224738938264416,22.73,5.56,84.64,30.48,1.09,14.61,0.0,2.24
1987-05-25,22.6,3.8,71,14,1.0636506,14.8067425458523,0,1.068997866210448,22.34,7.52,65.34,27.65,1.74,14.79,0.0,2.78
