Date,stn_Tmax,stn_Tmin,stn_RHmax,stn_RHmin,stn_WSmean,stn_SR,stn_Pr,stn_ETo,cdb_Tmax,cdb_Tmin,cdb_RHmax,cdb_RHmin,cdb_WSmean,cdb_SR,cdb_Pr,cdb_ETo
1984-10-01,32.5,13,35,22,3.8217348,17.91350090037758,0,2.8652919482389,31.71,14.19,35.96,16.49,2.44,22.63,2.36,6.23
1984-10-02,24.1,16.4,79,36,3.6897912,12.56311067033769,1.5,3.33702654330318,29.23,16.31,55.41,28.05,1.95,17.45,2.85,4.86
1984-10-03,26.0,14,88,40,4.246500599999999,12.19543850509804,19,7.268856971798045,25.6,13.08,77.43,47.51,3.31,15.1,10.91,4.49
1984-10-04,20.5,5.5,94,27,2.5821594,25.49322127791216,0,3.391037567881823,21.35,7.34,78.89,26.14,2.11,26.65,1.12,4.83
1984-10-05,17.0,3.5,65,21,1.9513764,25.59509870152984,0,3.088540134609294,18.08,5.04,58.8,28.99,2.27,26.66,0.0,4.59
1984-10-06,22.2,1.4,74,19,1.8564696,25.98510516156442,0,3.240472817719774,20.83,3.02,57.01,19.01,1.97,27.34,0.0,4.83
1984-10-07,25.8,3.5,64,19,2.0474406,26.23017588863944,11.2,9.28922615979772,24.39,4.23,57.68,15.04,1.86,27.01,0.0,5.25
1984-10-08,28.1,4.4,64,18,2.818269,25.89197606680563,0,3.523865361564291,27.12,6.31,63.34,11.06,2.59,27.09,0.0,6.24
1984-10-09,26.2,6.8,40,23,1.8680436,11.52609986709821,0.3,2.414376229770392,27.14,9.76,40.01,17.03,2.19,19.98,0.18,5.22
1984-10-10,19.2,14,90,60,3.2765994,12.60510072899822,23.6,4.096194805882678,19.48,11.98,76.85,68.31,2.72,11.83,11.66,2.81
1984-10-11,21.4,12.2,96,59,2.1840138,20.44635981166648,2.5,3.71011829509893,22.31,12.03,92.83,58.05,2.22,17.52,15.6,3.55
1984-10-12,23.3,9.3,98,34,2.395818,25.67755320540764,0,3.84808002806859,22.97,10.91,92.03,33.2,1.61,25.05,0.09,4.56
1984-10-13,27.6,10.5,90,26,2.395818,26.94726631045528,0,4.136237315494705,26.38,8.95,79.55,24.63,2.71,25.64,0.06,5.69
1984-10-14,28.8,11,74,25,2.3969754,26.44480583492095,0,4.072478937951209,25.82,11.78,74.33,34.44,2.39,21.73,11.57,4.75
1984-10-15,24.5,7.5,51,21,1.9999872,27.42204772326097,0,3.765325114752997,24.21,9.56,64.95,19.32,2.28,28.43,0.0,5.73
1984-10-16,26.1,7,47,18,2.5474374,27.80688275491022,0,3.801692921060273,25.48,6.98,51.75,18.05,1.78,28.67,0.0,5.56
1984-10-17,28.0,12.8,74,26,3.4907184,27.44578780006074,0,4.296524136891073,26.83,11.33,84.72,30.97,2.96,25.26,1.79,5.63
1984-10-18,31.5,15.6,59,22,3.4293762,25.43667000839307,1.7,6.052628632285865,29.21,12.68,72.09,26.99,2.56,25.26,0.09,6.03
1984-10-19,29.5,15.8,80,20,2.8599354,20.12059573712421,0,3.477672701218856,28.65,15.23,51.79,22.48,2.54,25.09,0.21,6.36
1984-10-20,25.4,7.5,76,18,1.9571634,26.04018915671735,0,3.757568307501116,26.96,9.69,71.48,21.29,2.02,28.22,0.0,5.93
1984-10-21,26.8,12.1,75,27,2.4953544,22.05301512563904,0,3.58335600091223,27.18,12.45,86.96,28.29,2.52,23.53,0.88,5.46
1984-10-22,28.8,10,84,23,2.7326214,27.54597317707655,0,4.27633034205031,27.07,11.5,76.29,24.93,1.82,26.15,0.01,5.46
1984-10-23,26.6,13,58,35,3.980298599999999,17.95248383597334,0,3.091724705994363,29.06,13.92,65.53,29.34,3.04,23.18,0.83,6.1
1984-10-24,25.6,14,81,36,2.280078,19.21788828083603,0,3.333489693609191,26.03,13.9,84.99,43.61,1.74,22.08,11.1,4.64
1984-10-25,28.5,11,71,30,1.961793,27.31063792414507,0,4.342102634795255,26.85,12.87,79.55,32.82,1.41,27.12,0.01,5.32
1984-10-26,31.5,13.4,64,28,3.2742846,23.73376684666479,0,4.024060596728716,29.57,14.08,61.92,25.45,2.71,25.53,1.52,6.29
1984-10-27,30.5,14,67,26,3.0428046,19.99031972353847,0,3.496508407785709,30.25,14.14,68.39,20.18,2.28,22.82,0.45,5.98
1984-10-28,27.3,18,64,37,2.5937334,15.92766361160741,0.7,3.625952927798201,26.84,14.5,72.1,34.41,2.14,17.08,8.23,4.35
1984-10-29,23.5,16,80,42,3.8668734,13.22452673475909,2,3.635846444465564,22.69,14.78,79.25,58.98,1.78,13.6,5.89,3.16
1984-10-30,30.0,13.4,86,19,3.2268312,26.57005213392,0,4.378231647097972,26.95,13.62,81.67,28.47,1.96,26.17,0.11,5.58
1984-10-31,30.4,15.5,71,31,4.3934904,21.72820944065941,13.4,10.20757317634068,28.76,14.6,78.51,29.1,3.01,25.89,0.58,6.24
1984-11-01,23.0,15,92,29,3.1446558,16.41010873373865,1.8,3.976015533976387,25.05,13.57,90.2,48.23,2.82,19.3,13.51,4.76
1984-11-02,26.0,8.6,87,26,2.8055376,29.5097831504688,0,4.501215945000997,26.31,9.72,78.84,25.43,1.86,30.35,0.0,5.97
1984-11-03,27.6,13.2,80,32,1.7361,29.56886693786008,0,4.853959263942726,26.36,12.38,73.07,36.43,2.38,27.29,0.0,5.71
1984-11-04,29.2,12.8,78,29,2.2360968,26.85367370006431,0,4.486377182078247,28.86,12.1,67.38,24.81,1.66,28.87,0.18,6.03
1984-11-05,30.4,15.4,60,28,3.6446526,23.05010645912513,0,4.018240744535623,28.21,13.13,68.23,28.4,2.07,22.71,6.35,5.35
1984-11-06,27.2,14.8,83,29,2.2187358,27.72912823435966,0,4.660101119979293,26.45,13.13,80.52,33.82,2.01,28.64,0.0,5.82
1984-11-07,29.4,14,71,25,1.8391086,29.63495172959069,0,4.87644866367756,28.51,13.03,69.1,26.68,1.72,28.87,0.0,6.1
1984-11-08,31.8,14,50,23,2.7476676,29.99570342861165,0,4.879128874255382,30.59,14.11,59.57,20.77,1.86,28.61,0.0,6.53
1984-11-09,31.5,16,54,25,2.4918822,30.04572385632603,0,5.023197969739556,30.91,14.58,51.25,19.29,2.69,28.31,0.0,7.25
1984-11-10,32.5,17.8,47,25,3.836781,27.9224567038999,0,4.794755192456865,31.07,15.79,49.57,19.89,2.53,26.29,0.62,6.99
1984-11-11,32.8,16.7,57,26,2.9027592,27.19086006909274,0,4.744446127546237,31.75,15.56,59.03,20.92,2.77,26.89,0.08,7.28
1984-11-12,31.5,16.5,69,28,3.060165599999999,30.03150509347143,0,5.208646766733183,31.29,15.67,44.75,19.78,2.73,28.31,0.05,7.45
1984-11-13,27.8,9.2,71,22,4.076362799999999,28.20849754866684,0,4.407339465889549,26.46,12.9,61.16,26.0,2.18,23.05,0.03,5.57
1984-11-14,26.4,13.4,64,36,5.15043,17.19270050329645,0,3.118951550151554,23.81,12.42,69.03,44.31,4.12,17.36,1.19,4.73
1984-11-15,24.6,16,71,47,5.171263199999999,24.2365983735081,1,4.728203608726359,22.58,12.24,69.37,51.85,3.34,20.56,8.07,4.39
1984-11-16,24.6,10.8,92,27,2.4455862,28.95137747484979,0,4.600887860636155,25.25,10.93,83.63,29.17,2.62,30.88,0.05,6.29
1984-11-17,29.2,9.4,79,24,2.4259104,31.01847343960375,0,4.926772806657717,27.83,10.27,64.11,24.26,1.89,31.23,0.0,6.44
1984-11-18,29.0,12.8,61,24,2.9143332,31.21252944749487,0,5.027105099979972,29.09,12.5,54.63,20.71,2.79,31.36,0.0,7.41
1984-11-19,31.2,10.2,75,21,3.7349298,30.93642368712693,0,4.988532607508206,29.17,11.46,71.07,19.9,2.36,30.87,0.0,6.97
1984-11-20,28.5,17.5,55,14,4.8020526,26.74698850552768,0,4.447316526202803,28.77,15.69,46.52,11.66,4.45,28.65,0.56,8.84
1984-11-21,22.2,8.5,40,23,2.2013748,31.16183822016458,0,4.444567214179411,22.11,10.13,49.14,21.61,2.95,31.52,0.0,6.61
1984-11-22,29.2,7.6,40,18,2.0231352,31.50779013494148,0,4.677667920731905,29.14,8.55,37.02,14.14,1.88,32.33,0.0,6.94
1984-11-23,33.1,9.5,33,15,2.5995204,30.75552539541006,0,4.710872054511818,32.05,12.83,30.29,9.06,2.44,32.1,0.0,8.03
1984-11-24,33.6,13.5,31,16,3.0509064,22.94258776433788,0,3.871802893485887,32.25,12.78,22.01,9.06,3.17,29.75,0.21,8.36
1984-11-25,32.0,13.4,39,17,3.9999744,31.44181818017875,0,4.984104732445527,31.85,14.42,43.85,9.63,2.5,32.56,0.0,8.11
1984-11-26,33.5,16.4,71,17,4.178214,31.31260456689092,0,5.37571277781353,33.05,14.35,67.56,18.43,3.19,31.39,0.0,8.58
1984-11-27,33.2,17.5,66,20,4.421268,23.32673107743803,12.5,12.58955658403054,32.64,16.03,53.31,24.26,2.89,26.49,4.54,7.33
1984-11-28,18.3,15.4,95,74,2.0925792,10.77368332221868,12.5,2.58694809619884,20.03,14.98,90.22,66.71,1.54,7.31,35.01,2.0
1984-11-29,21.6,12.5,96,48,2.2928094,20.06650121623454,0,3.495271110780644,22.38,13.17,93.36,56.57,1.92,21.16,18.1,4.1
1984-11-30,26.0,11.6,96,39,3.3518304,28.73746700294532,0.2,4.942307266463575,24.11,12.32,78.59,44.49,2.15,25.7,0.53,5.04
1984-12-01,28.0,15.2,87,38,3.0462768,24.50890621163876,13.5,8.353222526608052,25.25,14.07,83.51,52.42,2.19,26.93,2.27,5.19
1984-12-02,26.6,14.5,95,39,2.5995204,26.10162701975348,8,6.925685221502953,28.41,14.94,82.55,39.57,3.04,29.09,5.94,6.52
1984-12-03,26.1,11,76,27,2.9594718,31.94733463276719,0,5.088149354188061,25.55,10.02,54.26,26.83,2.29,33.32,0.0,6.59
1984-12-04,28.8,9.8,80,20,5.821721999999999,30.86335791972954,0,4.929416986325315,27.29,10.61,66.79,17.86,3.81,32.37,0.0,7.76
1984-12-05,19.5,7.5,57,24,2.181699,31.82661562050626,0,4.491652901353837,19.03,7.95,52.73,23.23,3.16,33.43,0.0,6.17
1984-12-06,25.2,5.6,67,23,1.6921188,32.00111265367276,0,4.709194743920603,24.71,5.82,52.32,17.82,1.66,33.56,0.0,6.23
1984-12-07,28.6,10,58,23,2.401605,31.7015336313534,0,4.996798282850315,27.82,9.44,44.55,22.22,1.83,33.21,0.0,6.75
1984-12-08,31.6,11.8,56,22,2.303226,31.71627659897855,0,5.185316311083028,30.65,12.16,62.05,17.59,2.58,31.07,0.0,7.55
1984-12-09,32.0,13,65,21,2.0925792,31.88781772128844,0,5.313616170027708,30.9,14.03,56.34,13.59,2.41,33.26,0.0,7.89
1984-12-10,32.5,12,45,19,2.5104006,32.05844443414466,0,5.164820655781458,31.76,13.77,27.83,10.97,1.79,33.9,0.0,7.57
1984-12-11,29.5,16.9,72,23,4.5624708,21.01896037294672,0.6,4.497463095824894,30.59,15.32,75.07,26.34,3.59,24.26,3.86,6.95
1984-12-12,26.8,15,80,35,3.3344694,24.18563212043879,0,4.304146951554086,27.2,15.86,77.89,42.93,3.19,26.17,3.26,6.16
1984-12-13,32.2,15.4,65,26,2.5566966,31.14337006251175,0,5.418597395366026,30.03,15.53,74.91,33.36,2.23,29.46,1.07,6.65
1984-12-14,32.6,18.5,53,29,3.622662,24.04340729763071,5.5,9.100902768774647,30.57,17.55,57.96,27.22,2.6,27.67,0.13,7.04
1984-12-15,34.2,17.2,72,21,3.6585414,31.47589459272619,0,5.601930018947855,33.12,16.13,66.84,18.9,2.2,31.4,0.0,7.64
1984-12-16,32.1,18.3,60,35,5.2059852,27.05814947204562,0,5.015739934453753,32.36,16.29,72.46,19.09,3.31,29.35,0.13,7.94
1984-12-17,32.8,16.9,65,34,4.3147872,21.53188606434891,2,5.986339257234648,31.86,16.97,66.06,30.81,3.46,27.14,2.51,7.52
1984-12-18,32.5,16.6,82,25,4.3888608,23.43240351671517,6.5,9.023519439991434,31.34,16.6,79.05,32.86,3.36,27.98,7.95,7.27
1984-12-19,30.8,15.5,88,30,3.194424,27.38763065266797,0,4.965830241982729,30.23,16.21,80.49,27.73,2.58,28.19,0.18,6.94
1984-12-20,32.5,15.4,75,27,3.842568,25.33505229976873,0,4.621434759986453,31.07,16.77,72.2,19.83,2.68,28.58,0.19,7.36
1984-12-21,31.9,14,90,25,3.5439588,29.6057303453004,0,5.225379059603156,31.1,14.76,84.37,23.06,2.27,30.32,0.04,7.03
1984-12-22,32.0,16.5,73,32,2.8506762,31.34617520982058,0,5.639132089970675,31.84,15.66,67.88,29.38,2.18,31.4,0.0,7.31
1984-12-23,35.5,19,60,23,4.640016599999999,26.91873544603388,0,4.990624850309899,34.1,18.53,55.86,19.19,4.06,27.11,0.08,9.07
1984-12-24,23.0,13,72,27,4.473351,31.82016214376686,0,5.043236576755767,24.9,12.7,63.95,15.1,4.38,31.37,0.0,7.89
1984-12-25,25.5,5.5,55,27,2.1724398,31.81852634040182,0,4.720368829747261,24.49,7.64,40.54,16.19,2.59,34.31,0.0,7.03
1984-12-26,30.2,10.5,53,29,2.1145698,31.97406441614842,0,5.212193230946377,28.93,11.71,39.02,19.89,2.29,33.23,0.0,7.38
1984-12-27,34.5,13,51,23,2.8564632,32.12862323158662,0,5.426149302113135,33.11,13.8,45.24,15.84,2.3,32.53,0.0,8.05
1984-12-28,35.0,14.3,41,22,2.7823896,28.01238537295039,0,4.831806213521742,34.54,16.18,25.64,12.7,3.62,32.73,0.0,9.79
1984-12-29,32.0,15,61,24,2.984934599999999,31.80219892131115,0,5.431364289608843,32.24,15.55,51.62,16.13,2.11,33.7,0.0,7.95
1984-12-30,34.4,16.5,74,27,2.5798446,31.63750097926041,0,5.718670588742194,33.95,15.78,74.87,22.65,2.99,31.44,0.0,8.42
1984-12-31,38.6,19.5,54,19,3.9397896,30.04876630502819,0,5.479202758403737,36.92,18.41,53.15,11.36,2.42,32.94,0.0,8.86
1985-01-01,36.5,21.4,51,26,3.2823864,24.83094422122216,0,4.771439255334815,36.76,19.77,44.47,16.57,2.97,30.67,0.02,9.17
1985-01-02,37.2,20,46,27,3.7893276,28.7754852886157,0,5.356403231731893,35.07,21.54,39.21,18.74,2.37,25.61,1.0,7.61
1985-01-03,38.0,22.3,47,27,4.683997799999999,26.55294722642418,0,5.12279321940855,33.73,19.69,54.62,19.65,2.87,25.14,1.06,7.61
1985-01-04,32.4,18,56,34,3.7430316,27.33321012717249,0,5.016108045363418,33.5,18.24,49.77,18.78,2.17,26.3,3.95,7.14
1985-01-05,33.1,17,73,26,3.8865492,25.42554087918254,0,4.690054864494321,32.08,18.01,66.69,24.14,2.81,28.33,0.01,7.68
1985-01-06,28.0,19.5,81,39,3.29859,16.56471392415965,0,3.336917291914359,25.19,17.26,63.65,48.0,2.92,14.55,11.33,4.18
1985-01-07,34.2,14,84,13,3.1990536,31.72044567959232,0,5.371696217109043,32.04,15.03,84.71,18.46,2.7,30.44,0.15,7.75
1985-01-08,34.5,13.5,56,17,5.601815999999999,31.54740658488777,0,5.243419048279245,33.52,15.07,57.89,18.89,2.8,32.42,0.0,8.27
1985-01-09,34.0,18.2,70,22,5.1191802,30.42578029262377,0,5.464543703632382,30.7,17.08,75.63,32.81,3.43,27.02,1.73,6.98
1985-01-10,35.5,19.5,56,25,4.2383988,26.30381105931692,0,4.895927357762046,32.61,18.03,62.03,30.14,3.25,27.25,1.71,7.66
1985-01-11,35.6,17,59,23,4.3298334,31.1797188641821,0,5.524214901695173,33.4,17.62,66.36,24.21,2.77,30.36,0.0,8.0
1985-01-12,34.0,21,48,32,3.5925696,23.90172805037671,0,4.56102259200319,32.48,18.97,54.73,27.55,2.72,26.77,1.49,7.27
1985-01-13,34.0,20,66,29,3.4722,14.89207988566383,0,3.136055336282607,32.61,18.54,67.75,29.76,2.49,25.77,1.54,6.97
1985-01-14,30.5,19.8,74,36,3.8101608,12.51046138366095,0.4,3.091384856339449,28.89,20.24,61.54,36.37,3.59,20.23,0.85,6.31
1985-01-15,29.0,19.3,87,37,2.6029926,16.9077397535029,70,11.18718662997997,29.11,18.55,65.89,39.59,1.73,18.98,14.91,4.8
1985-01-16,21.0,17.4,97,62,4.0242798,10.74404050632427,10.5,3.426610480207964,24.95,16.55,86.01,59.75,3.21,16.4,22.88,4.06
1985-01-17,28.0,16.4,92,42,2.0810052,26.31895917940752,0,4.811703109935586,27.0,16.17,88.95,51.14,2.05,23.84,5.7,5.16
1985-01-18,30.8,18.8,92,26,2.5451226,27.08116082780557,0,5.011999124589754,28.13,15.66,79.09,32.67,2.06,26.09,0.24,5.86
1985-01-19,29.9,13.4,84,30,2.3923458,31.46029390578088,0,5.36196079719426,28.76,12.91,72.01,26.58,1.97,31.33,0.01,6.53
1985-01-20,29.0,16,75,36,2.6782236,30.17219987452812,0,5.28636152438097,27.74,14.01,75.14,37.18,2.79,29.2,0.01,6.36
1985-01-21,31.6,17.5,80,33,2.8275282,29.04130333558212,0,5.294711664123049,29.67,15.21,68.58,33.12,1.99,29.01,0.04,6.37
1985-01-22,33.2,19.6,66,32,3.275442,26.65372297226027,2.2,6.936818425017389,32.44,18.14,62.0,34.53,1.92,28.45,0.73,6.75
1985-01-23,31.4,18.5,91,29,2.303226,22.54098938616951,0,4.299295219611366,31.79,18.02,77.33,35.24,1.92,25.69,2.3,6.27
1985-01-24,33.0,18.8,70,18,3.2140998,30.51178239742766,0,5.333237972993739,33.25,18.86,58.34,17.96,1.62,31.33,0.0,7.22
1985-01-25,31.4,18.3,68,27,4.923579599999999,25.77223912018073,0,4.656622517286484,29.3,17.3,71.31,36.46,3.48,26.16,0.57,6.63
1985-01-26,30.5,18.8,51,30,2.4548454,21.19486314507139,0.2,4.132687315823729,30.2,17.77,60.77,38.81,1.9,22.21,3.47,5.58
1985-01-27,29.0,18.2,77,34,2.6435016,20.37990303545473,0,3.841338159702151,27.1,18.15,73.06,48.64,1.75,21.23,7.08,4.99
1985-01-28,28.7,15.5,69,37,3.0184992,18.47031869987729,2,4.980762367884347,28.95,17.04,72.83,42.55,2.19,26.92,2.75,6.1
1985-01-29,30.8,14.2,93,26,2.0208204,28.90749093676148,2.2,6.660993627141338,28.83,16.41,68.92,38.61,1.86,27.67,4.58,5.95
1985-01-30,32.5,15.6,86,26,3.019656599999999,28.55236851487694,0,5.050298755256157,30.87,15.75,75.64,30.3,1.34,27.76,0.11,5.97
1985-01-31,30.8,20,71,39,4.0242798,24.29707460716418,5.2,7.611588724623954,31.15,17.78,68.64,35.71,2.65,27.93,0.2,6.81
1985-02-01,30.4,20.5,81,40,2.6516034,13.34865765017176,17.8,9.095363214207506,32.16,18.6,65.73,31.78,2.09,26.99,0.08,6.71
1985-02-02,33.5,18.4,91,27,3.3657192,27.48159482175094,0,5.090200053641316,33.72,18.68,57.08,24.35,2.56,31.06,0.0,8.0
1985-02-03,32.4,19,66,32,3.609930599999999,24.94621231469144,0,4.594826656300506,32.76,18.21,56.86,27.28,2.5,27.18,0.24,7.18
1985-02-04,31.0,20.5,60,37,3.1006746,18.99830539656694,0,3.686997190005315,32.07,19.71,54.22,35.45,2.78,26.33,2.25,7.01
1985-02-05,33.6,20.5,63,34,3.511551599999999,25.47253994529256,0,4.780998690876428,32.74,18.19,70.78,30.04,1.71,26.55,1.32,6.34
1985-02-06,33.0,22,53,34,3.3634044,21.54941050158335,16.8,12.87362629772716,32.15,20.53,51.19,29.82,3.63,25.6,0.11,7.75
1985-02-07,26.5,16.5,95,39,1.8136458,24.28802089899986,0,4.332262961818305,24.26,17.53,80.56,57.17,1.64,15.95,8.76,3.68
1985-02-08,26.2,15.2,97,39,2.8738242,24.70008707409503,0,4.322652395953786,23.81,15.55,81.82,58.9,2.32,19.6,27.54,4.21
1985-02-09,24.0,13.8,86,42,1.892349,16.00573139643601,7.4,5.453479317178541,20.5,13.37,69.16,46.28,2.08,10.16,4.08,2.64
1985-02-10,25.0,15,97,53,2.594890799999999,22.28034805086759,0.9,4.217370155831472,23.49,13.47,91.99,56.83,1.91,19.1,0.76,3.66
1985-02-11,27.5,17,86,41,1.568277,18.07360455197385,0.4,3.659002998758913,27.67,16.21,91.63,50.18,2.11,24.51,0.19,5.21
1985-02-12,29.6,17.8,90,31,2.3576238,19.10094082739313,0,3.595543098108832,29.13,17.38,72.01,41.08,1.71,27.32,0.58,5.83
1985-02-13,26.5,19.2,97,50,2.8275282,16.74995511277841,11,5.611868796803395,25.3,17.05,78.64,54.74,2.8,19.28,8.16,4.39
1985-02-14,28.5,13.5,98,35,1.9235988,27.72437402863234,0,4.706926228911382,27.0,15.7,88.56,41.94,1.92,23.79,0.07,5.04
1985-02-15,30.4,15.6,89,35,2.858778,23.68258179224071,0,4.239614117867979,29.08,15.49,74.4,36.91,2.03,25.82,1.83,5.65
1985-02-16,31.2,17.4,80,31,2.4328548,23.7721986673517,0,4.271437099566121,29.86,14.75,70.1,29.53,1.38,27.28,0.14,5.7
1985-02-17,32.0,17,65,30,2.8634076,26.44817814646413,0,4.580124670401906,30.43,16.18,65.1,29.65,2.53,27.17,0.09,6.57
1985-02-18,29.2,20.5,58,41,2.0937366,14.37146998518422,0.1,2.970312404749026,29.08,16.89,62.22,44.94,1.38,22.23,6.21,4.92
1985-02-19,29.0,18.5,82,40,4.4802954,20.54043172549531,23.5,9.52498147249067,26.59,16.69,81.79,49.44,2.78,22.04,10.22,4.93
1985-02-20,21.6,15.2,96,65,2.812482,17.14787899075101,0,3.085709189645175,25.45,14.78,87.02,61.33,2.66,22.45,1.07,4.73
1985-02-21,27.1,14.5,97,37,1.3749912,27.0584451752629,0,4.553089503049605,26.9,14.7,86.05,49.3,1.32,26.19,0.12,5.05
1985-02-22,24.5,16.2,96,48,1.996515,18.08741296155517,12,5.559691904058001,28.23,16.22,76.0,45.35,1.96,25.29,2.18,5.42
1985-02-23,26.5,13,94,47,2.6087796,23.43842954154433,11.5,6.485385376128407,28.8,15.27,80.68,43.43,2.33,25.82,1.45,5.7
1985-02-24,29.6,15,94,44,2.4583176,22.01295952516071,0,3.958703200359366,28.93,15.05,80.95,41.41,3.08,25.49,2.51,5.85
1985-02-25,29.5,14.5,95,30,2.901601799999999,23.43569720985645,0,4.012037719218046,28.4,16.06,79.36,46.25,2.96,23.74,13.19,5.39
1985-02-26,29.0,17.5,79,37,2.2696614,23.05838011087034,0,4.055849701117353,28.24,16.27,83.12,42.23,2.06,23.21,1.51,5.04
1985-02-27,28.6,17.4,80,36,1.423602,13.59850343292597,33.8,10.33956591176141,28.33,16.22,83.25,40.13,1.5,21.23,4.11,4.53
1985-02-28,26.1,16,91,47,1.7499888,19.18528478524629,2.5,4.441560714160165,27.61,15.64,83.89,43.87,1.64,21.17,1.8,4.45
1985-03-01,26.6,18.4,91,41,3.806688599999999,21.48260993754338,1.6,4.599856826061522,25.66,16.18,90.15,57.55,2.02,17.41,22.72,3.83
1985-03-02,19.5,12.8,82,31,2.2766058,18.44842595683993,0,2.902785340047712,18.46,10.92,89.41,51.21,2.78,14.6,20.99,3.07
1985-03-03,20.6,5.5,87,25,1.9235988,26.62336091344035,0,3.558226256174198,20.15,5.58,64.08,33.47,1.92,28.86,-0.0,4.72
1985-03-04,23.5,4.5,86,22,1.1759184,26.67214853162135,0,3.583760669723564,22.29,4.65,80.36,31.32,1.52,28.8,-0.0,4.76
1985-03-05,27.0,6.4,84,19,1.6805448,26.42558698216904,0,3.702954141315799,24.7,9.1,61.8,26.85,1.7,28.06,-0.0,5.21
1985-03-06,27.5,8.4,81,24,2.1099402,26.32427944911899,0,3.828730558025745,26.23,8.79,74.41,26.83,1.66,27.88,-0.0,5.25
1985-03-07,29.5,12.6,86,33,2.8981296,22.0010311126785,0,3.627813352839036,27.45,12.19,86.75,33.25,2.56,23.94,0.06,5.26
1985-03-08,23.2,14.4,91,45,2.4004476,11.02993494419973,1,2.624872887717979,24.99,13.3,81.94,46.91,1.39,19.21,2.89,3.9
1985-03-09,26.4,10,96,37,2.594890799999999,23.55279658476012,0,3.660083391716483,26.04,13.6,79.89,41.49,2.15,23.62,1.18,4.84
1985-03-10,26.5,13.8,79,44,2.1805416,16.39176825225491,17.4,7.484832213644429,26.09,14.02,77.5,46.66,2.0,21.1,6.08,4.41
1985-03-11,25.5,14.8,96,37,1.9421172,21.77286065267333,0,3.571558906506151,24.67,13.47,92.41,55.39,1.59,19.69,6.06,3.71
1985-03-12,27.3,15.3,86,31,1.6851744,19.95878316723414,6,6.53196176926144,26.03,12.91,86.63,49.25,1.15,19.43,1.34,3.69
1985-03-13,23.4,16,86,51,2.71989,10.59664372024763,13.4,5.164160713593428,23.95,15.97,91.48,64.18,1.84,11.54,12.86,2.65
1985-03-14,24.6,17.5,85,50,3.928215599999999,15.65329895378688,6,4.780213207229299,24.32,16.1,89.39,65.63,3.14,17.69,22.52,3.77
1985-03-15,23.6,15.5,87,51,1.7661924,16.99058712151383,0,2.902756284168811,23.61,16.0,87.72,65.53,1.98,15.96,4.85,3.29
1985-03-16,24.5,12.8,86,28,1.6111008,24.80498476753511,0,3.649547531383757,22.9,13.34,81.43,36.7,1.81,24.88,0.38,4.53
1985-03-17,27.5,10,70,28,2.6377146,24.40829808649998,0,3.506750375044998,25.47,9.44,68.07,35.23,1.95,25.53,-0.0,4.8
1985-03-18,26.0,16.2,75,19,2.714103,24.01256683799695,0,3.563456816969937,25.46,13.35,83.72,27.48,2.4,23.1,0.07,4.92
1985-03-19,24.1,8.5,75,23,1.7916552,24.31494377486527,0,3.261987264091625,23.96,11.17,75.28,25.88,1.85,25.83,-0.0,4.84
1985-03-20,26.4,6.5,82,24,1.5138792,24.33512099008719,0,3.280435280322934,25.08,8.54,75.99,24.46,1.83,25.32,-0.0,4.79
1985-03-21,28.0,7.4,81,23,1.62036,24.2147717220946,0,3.318600879666621,27.46,9.0,69.82,21.95,1.79,25.09,-0.0,5.07
1985-03-22,29.8,8.2,86,20,1.79397,23.95564627011082,0,3.333721151058002,28.25,9.92,70.62,25.43,1.83,24.8,-0.0,5.1
1985-03-23,28.8,8.5,76,25,1.7117946,21.50269881885061,0,3.062957121261999,29.35,12.03,69.91,27.52,1.85,22.41,0.0,5.03
1985-03-24,31.4,10.8,79,25,2.361096,23.30134762786593,0.4,3.89242580419468,28.76,12.97,63.91,25.88,1.65,21.14,0.16,4.65
1985-03-25,26.6,17,87,50,2.2372542,12.71226588877897,1.7,3.22914205521369,26.97,15.65,78.57,51.72,3.03,16.98,10.0,4.26
1985-03-26,29.5,16.4,91,36,2.8749816,17.50783831043249,0,2.9790650182822,26.97,15.26,88.74,46.92,2.67,20.19,2.76,4.42
1985-03-27,27.2,12.2,94,36,2.3055408,21.98979491013583,0,3.316086233924746,26.19,12.88,86.83,43.53,2.29,21.0,0.1,4.34
1985-03-28,26.8,14.4,80,30,1.5763788,22.67433924735361,0,3.33030054675062,26.59,12.04,77.6,37.29,2.2,22.99,-0.0,4.66
1985-03-29,29.5,10.2,87,25,1.2395754,22.41632695590201,0,3.176849377638922,27.97,12.37,79.54,30.97,1.29,21.52,-0.0,4.21
1985-03-30,30.6,11.4,74,26,1.6874892,21.89316841479479,0,3.135493336463814,29.13,12.67,77.04,26.37,1.66,22.13,-0.0,4.68
1985-03-31,27.2,12.5,75,34,1.6562394,20.84423192699029,0,3.032358192442098,27.62,13.36,65.91,31.66,2.21,21.83,-0.0,4.87
1985-04-02,27.6,12,75,25,1.3460562,21.39081811883835,0,2.951167488878025,26.99,12.74,71.29,32.91,1.48,20.93,-0.0,4.19
1985-04-03,28.6,11.4,67,27,1.2418902,19.31189154349687,0,2.717299455862588,27.4,12.54,70.72,29.16,1.47,19.45,0.15,4.07
